RequestID;EmpID;EmpName;Dept;Request_Date;Completion_Date;Request_Detail;PIC
REQ0300;103;Charlie Davis;HR;27/04/2024;30/04/2024;Benefit Claim;Sarah Supervisor
REQ0301;105;Eve Wilson;HR;27/04/2024;28/04/2024;ID Card Replacement;Michael Lead
REQ0302;104;David Brown;HR;29/04/2024;04/05/2024;ID Card Replacement;Michael Lead
REQ0303;104;David Brown;HR;29/04/2024;08/05/2024;Access Approval;Michael Lead
REQ0304;105;Eve Wilson;HR;29/04/2024;04/05/2024;Payroll Issue;Sarah Supervisor
REQ0305;102;Bob Smith;HR;30/04/2024;01/05/2024;Payroll Issue;Sarah Supervisor
REQ0306;104;David Brown;HR;30/04/2024;08/05/2024;ID Card Replacement;Michael Lead
REQ0307;105;Eve Wilson;HR;30/04/2024;06/05/2024;ID Card Replacement;Sarah Supervisor
REQ0308;104;David Brown;HR;30/04/2024;10/05/2024;Payroll Issue;Sarah Supervisor
REQ0309;102;Bob Smith;HR;01/05/2024;06/05/2024;Payroll Issue;Sarah Supervisor
REQ0310;105;Eve Wilson;HR;01/05/2024;11/05/2024;Payroll Issue;Sarah Supervisor
REQ0311;101;Alice Johnson;HR;01/05/2024;05/05/2024;Access Approval;Sarah Supervisor
REQ0312;104;David Brown;HR;02/05/2024;;ID Card Replacement;Michael Lead
REQ0313;104;David Brown;HR;02/05/2024;03/05/2024;ID Card Replacement;John Manager
REQ0314;105;Eve Wilson;HR;02/05/2024;;Access Approval;John Manager
REQ0315;102;Bob Smith;HR;02/05/2024;12/05/2024;Payroll Issue;Michael Lead
REQ0316;105;Eve Wilson;HR;03/05/2024;13/05/2024;Payroll Issue;Michael Lead
REQ0317;102;Bob Smith;HR;03/05/2024;04/05/2024;Payroll Issue;Sarah Supervisor
REQ0318;101;Alice Johnson;HR;03/05/2024;09/05/2024;Payroll Issue;Sarah Supervisor
REQ0319;103;Charlie Davis;HR;03/05/2024;06/05/2024;Payroll Issue;John Manager
REQ0320;105;Eve Wilson;HR;04/05/2024;10/05/2024;Access Approval;Michael Lead
REQ0321;104;David Brown;HR;04/05/2024;08/05/2024;Payroll Issue;
REQ0322;101;Alice Johnson;HR;04/05/2024;;Access Approval;Sarah Supervisor
REQ0323;105;Eve Wilson;HR;04/05/2024;13/05/2024;Payroll Issue;John Manager
REQ0324;102;Bob Smith;HR;05/05/2024;15/05/2024;Benefit Claim;John Manager
REQ0325;102;Bob Smith;HR;05/05/2024;13/05/2024;Benefit Claim;John Manager
REQ0326;104;David Brown;HR;05/05/2024;08/05/2024;Payroll Issue;Michael Lead
REQ0327;102;Bob Smith;HR;05/05/2024;12/05/2024;Benefit Claim;John Manager
REQ0328;104;David Brown;HR;05/05/2024;07/05/2024;Payroll Issue;John Manager
REQ0329;104;David Brown;HR;05/05/2024;07/05/2024;Benefit Claim;Sarah Supervisor
REQ0330;104;David Brown;HR;05/05/2024;07/05/2024;Payroll Issue;Sarah Supervisor
REQ0331;102;Bob Smith;HR;07/05/2024;17/05/2024;Access Approval;John Manager
REQ0332;102;Bob Smith;HR;08/05/2024;10/05/2024;Access Approval;John Manager
REQ0333;102;Bob Smith;HR;09/05/2024;10/05/2024;Payroll Issue;Sarah Supervisor
REQ0334;104;David Brown;HR;09/05/2024;10/05/2024;Benefit Claim;Michael Lead
REQ0335;104;David Brown;HR;10/05/2024;17/05/2024;Benefit Claim;Sarah Supervisor
REQ0336;104;David Brown;HR;10/05/2024;20/05/2024;ID Card Replacement;Sarah Supervisor
REQ0337;103;Charlie Davis;HR;10/05/2024;13/05/2024;Benefit Claim;Michael Lead
REQ0338;105;Eve Wilson;HR;10/05/2024;16/05/2024;Access Approval;Michael Lead
REQ0339;102;Bob Smith;HR;10/05/2024;13/05/2024;Access Approval;John Manager
REQ0340;102;Bob Smith;HR;10/05/2024;16/05/2024;Payroll Issue;Michael Lead
REQ0341;104;David Brown;HR;11/05/2024;16/05/2024;Access Approval;John Manager
REQ0342;103;Charlie Davis;HR;11/05/2024;12/05/2024;ID Card Replacement;Sarah Supervisor
REQ0343;101;Alice Johnson;HR;11/05/2024;14/05/2024;ID Card Replacement;Michael Lead
REQ0344;103;Charlie Davis;HR;11/05/2024;20/05/2024;Benefit Claim;Michael Lead
REQ0345;104;David Brown;HR;12/05/2024;20/05/2024;Benefit Claim;John Manager
REQ0346;102;Bob Smith;HR;13/05/2024;22/05/2024;Access Approval;John Manager
REQ0347;103;Charlie Davis;HR;13/05/2024;20/05/2024;Payroll Issue;Sarah Supervisor
REQ0348;101;Alice Johnson;HR;14/05/2024;20/05/2024;Access Approval;John Manager
REQ0349;105;Eve Wilson;HR;14/05/2024;16/05/2024;Benefit Claim;Michael Lead
REQ0350;103;Charlie Davis;HR;14/05/2024;20/05/2024;ID Card Replacement;John Manager
REQ0351;105;Eve Wilson;HR;14/05/2024;;ID Card Replacement;Michael Lead
REQ0352;104;David Brown;HR;15/05/2024;16/05/2024;Access Approval;Sarah Supervisor
REQ0353;101;Alice Johnson;HR;15/05/2024;17/05/2024;ID Card Replacement;Sarah Supervisor
REQ0354;104;David Brown;HR;15/05/2024;16/05/2024;Benefit Claim;John Manager
REQ0355;103;Charlie Davis;HR;16/05/2024;18/05/2024;Access Approval;Michael Lead
REQ0356;102;Bob Smith;HR;16/05/2024;24/05/2024;Access Approval;Sarah Supervisor
REQ0357;103;Charlie Davis;HR;16/05/2024;20/05/2024;Benefit Claim;John Manager
REQ0358;105;Eve Wilson;HR;17/05/2024;19/05/2024;Access Approval;Michael Lead
REQ0359;101;Alice Johnson;HR;17/05/2024;27/05/2024;Payroll Issue;John Manager
REQ0360;105;Eve Wilson;HR;18/05/2024;20/05/2024;Payroll Issue;Sarah Supervisor
REQ0361;104;David Brown;HR;18/05/2024;24/05/2024;Benefit Claim;John Manager
REQ0362;105;Eve Wilson;HR;18/05/2024;;Benefit Claim;Michael Lead
REQ0363;101;Alice Johnson;HR;19/05/2024;29/05/2024;Payroll Issue;John Manager
REQ0364;103;Charlie Davis;HR;21/05/2024;22/05/2024;Access Approval;Sarah Supervisor
REQ0365;101;Alice Johnson;HR;21/05/2024;30/05/2024;Payroll Issue;Michael Lead
REQ0366;105;Eve Wilson;HR;22/05/2024;27/05/2024;Payroll Issue;John Manager
REQ0367;102;Bob Smith;HR;22/05/2024;25/05/2024;Access Approval;Michael Lead
REQ0368;104;David Brown;HR;22/05/2024;30/05/2024;ID Card Replacement;Michael Lead
REQ0369;102;Bob Smith;HR;22/05/2024;23/05/2024;Benefit Claim;John Manager
REQ0370;101;Alice Johnson;HR;22/05/2024;30/05/2024;ID Card Replacement;Michael Lead
REQ0371;102;Bob Smith;HR;23/05/2024;26/05/2024;Payroll Issue;John Manager
REQ0372;101;Alice Johnson;HR;24/05/2024;30/05/2024;Benefit Claim;Sarah Supervisor
REQ0373;104;David Brown;HR;24/05/2024;31/05/2024;Access Approval;Sarah Supervisor
REQ0374;104;David Brown;HR;25/05/2024;27/05/2024;ID Card Replacement;John Manager
REQ0375;104;David Brown;HR;25/05/2024;03/06/2024;ID Card Replacement;Sarah Supervisor
REQ0376;105;Eve Wilson;HR;25/05/2024;26/05/2024;Benefit Claim;John Manager
REQ0377;101;Alice Johnson;HR;26/05/2024;02/06/2024;ID Card Replacement;Sarah Supervisor
REQ0378;104;David Brown;HR;26/05/2024;04/06/2024;ID Card Replacement;John Manager
REQ0379;103;Charlie Davis;HR;27/05/2024;04/06/2024;Benefit Claim;Michael Lead
REQ0380;104;David Brown;HR;27/05/2024;;Benefit Claim;Michael Lead
REQ0381;102;Bob Smith;HR;28/05/2024;03/06/2024;Benefit Claim;Michael Lead
REQ0382;103;Charlie Davis;HR;28/05/2024;31/05/2024;ID Card Replacement;Michael Lead
REQ0383;102;Bob Smith;HR;29/05/2024;07/06/2024;Benefit Claim;Michael Lead
REQ0384;103;Charlie Davis;HR;29/05/2024;01/06/2024;Benefit Claim;John Manager
REQ0385;102;Bob Smith;HR;30/05/2024;09/06/2024;Benefit Claim;Sarah Supervisor
REQ0386;103;Charlie Davis;HR;30/05/2024;03/06/2024;Payroll Issue;Michael Lead
REQ0387;105;Eve Wilson;HR;31/05/2024;01/06/2024;ID Card Replacement;John Manager
REQ0388;105;Eve Wilson;HR;31/05/2024;06/06/2024;Benefit Claim;Michael Lead
REQ0389;104;David Brown;HR;31/05/2024;06/06/2024;ID Card Replacement;Sarah Supervisor
REQ0390;105;Eve Wilson;HR;31/05/2024;10/06/2024;ID Card Replacement;Michael Lead
REQ0391;105;Eve Wilson;HR;01/06/2024;05/06/2024;Benefit Claim;Sarah Supervisor
REQ0392;105;Eve Wilson;HR;02/06/2024;06/06/2024;Benefit Claim;Sarah Supervisor
REQ0393;101;Alice Johnson;HR;02/06/2024;11/06/2024;Access Approval;Michael Lead
REQ0394;101;Alice Johnson;HR;03/06/2024;12/06/2024;Payroll Issue;Sarah Supervisor
REQ0395;102;Bob Smith;HR;03/06/2024;08/06/2024;Benefit Claim;Sarah Supervisor
REQ0396;101;Alice Johnson;HR;03/06/2024;11/06/2024;Benefit Claim;Michael Lead
REQ0397;103;Charlie Davis;HR;03/06/2024;;Access Approval;Michael Lead
REQ0398;104;David Brown;HR;04/06/2024;10/06/2024;Access Approval;Michael Lead
REQ0399;105;Eve Wilson;HR;04/06/2024;14/06/2024;Payroll Issue;John Manager
REQ0400;103;Charlie Davis;HR;05/06/2024;07/06/2024;Access Approval;Sarah Supervisor
REQ0401;104;David Brown;HR;05/06/2024;07/06/2024;ID Card Replacement;Sarah Supervisor
REQ0402;101;Alice Johnson;HR;05/06/2024;09/06/2024;Benefit Claim;Sarah Supervisor
REQ0403;104;David Brown;HR;05/06/2024;12/06/2024;Access Approval;John Manager
REQ0404;105;Eve Wilson;HR;05/06/2024;13/06/2024;Benefit Claim;Michael Lead
REQ0405;104;David Brown;HR;05/06/2024;10/06/2024;Benefit Claim;John Manager
REQ0406;103;Charlie Davis;HR;06/06/2024;09/06/2024;Benefit Claim;Michael Lead
REQ0407;102;Bob Smith;HR;06/06/2024;10/06/2024;Payroll Issue;Sarah Supervisor
REQ0408;105;Eve Wilson;HR;06/06/2024;11/06/2024;ID Card Replacement;Michael Lead
REQ0409;101;Alice Johnson;HR;06/06/2024;15/06/2024;Access Approval;Michael Lead
REQ0410;104;David Brown;HR;07/06/2024;08/06/2024;Benefit Claim;Sarah Supervisor
REQ0411;105;Eve Wilson;HR;08/06/2024;14/06/2024;Access Approval;Michael Lead
REQ0412;102;Bob Smith;HR;08/06/2024;17/06/2024;Access Approval;John Manager
REQ0413;101;Alice Johnson;HR;09/06/2024;17/06/2024;ID Card Replacement;Sarah Supervisor
REQ0414;105;Eve Wilson;HR;10/06/2024;19/06/2024;Access Approval;Sarah Supervisor
REQ0415;105;Eve Wilson;HR;10/06/2024;12/06/2024;Benefit Claim;Sarah Supervisor
REQ0416;102;Bob Smith;HR;10/06/2024;15/06/2024;ID Card Replacement;Sarah Supervisor
REQ0417;104;David Brown;HR;11/06/2024;14/06/2024;Access Approval;Sarah Supervisor
REQ0418;103;Charlie Davis;HR;11/06/2024;13/06/2024;Payroll Issue;John Manager
REQ0419;104;David Brown;HR;12/06/2024;15/06/2024;Payroll Issue;Michael Lead
REQ0420;101;Alice Johnson;HR;12/06/2024;15/06/2024;ID Card Replacement;Sarah Supervisor
REQ0421;101;Alice Johnson;HR;13/06/2024;15/06/2024;ID Card Replacement;Sarah Supervisor
REQ0422;104;David Brown;HR;13/06/2024;22/06/2024;ID Card Replacement;Michael Lead
REQ0423;101;Alice Johnson;HR;13/06/2024;19/06/2024;Access Approval;Sarah Supervisor
REQ0424;105;Eve Wilson;HR;13/06/2024;21/06/2024;ID Card Replacement;Sarah Supervisor
REQ0425;101;Alice Johnson;HR;13/06/2024;;Benefit Claim;Sarah Supervisor
REQ0426;104;David Brown;HR;14/06/2024;22/06/2024;Access Approval;John Manager
REQ0427;104;David Brown;HR;14/06/2024;21/06/2024;Benefit Claim;Sarah Supervisor
REQ0428;105;Eve Wilson;HR;14/06/2024;16/06/2024;Benefit Claim;Michael Lead
REQ0429;102;Bob Smith;HR;15/06/2024;21/06/2024;ID Card Replacement;John Manager
REQ0430;105;Eve Wilson;HR;15/06/2024;24/06/2024;Payroll Issue;John Manager
REQ0431;105;Eve Wilson;HR;15/06/2024;22/06/2024;Payroll Issue;Michael Lead
REQ0432;103;Charlie Davis;HR;15/06/2024;21/06/2024;Access Approval;Michael Lead
REQ0433;102;Bob Smith;HR;15/06/2024;;Access Approval;John Manager
REQ0434;103;Charlie Davis;HR;16/06/2024;19/06/2024;Payroll Issue;John Manager
REQ0435;104;David Brown;HR;17/06/2024;19/06/2024;Benefit Claim;John Manager
REQ0436;101;Alice Johnson;HR;17/06/2024;18/06/2024;Benefit Claim;Sarah Supervisor
REQ0437;102;Bob Smith;HR;17/06/2024;21/06/2024;Access Approval;Sarah Supervisor
REQ0438;101;Alice Johnson;HR;17/06/2024;23/06/2024;Benefit Claim;Michael Lead
REQ0439;104;David Brown;HR;18/06/2024;20/06/2024;Payroll Issue;Sarah Supervisor
REQ0440;103;Charlie Davis;HR;19/06/2024;26/06/2024;Benefit Claim;Sarah Supervisor
REQ0441;104;David Brown;HR;19/06/2024;29/06/2024;Payroll Issue;John Manager
REQ0442;101;Alice Johnson;HR;20/06/2024;21/06/2024;Payroll Issue;Michael Lead
REQ0443;104;David Brown;HR;20/06/2024;24/06/2024;Payroll Issue;Michael Lead
REQ0444;104;David Brown;HR;20/06/2024;30/06/2024;Benefit Claim;Sarah Supervisor
REQ0445;103;Charlie Davis;HR;20/06/2024;21/06/2024;Benefit Claim;Sarah Supervisor
REQ0446;104;David Brown;HR;20/06/2024;21/06/2024;Payroll Issue;Sarah Supervisor
REQ0447;101;Alice Johnson;HR;20/06/2024;21/06/2024;Benefit Claim;Michael Lead
REQ0448;101;Alice Johnson;HR;20/06/2024;26/06/2024;Access Approval;Sarah Supervisor
REQ0449;104;David Brown;HR;20/06/2024;27/06/2024;Payroll Issue;John Manager
REQ0450;101;Alice Johnson;HR;20/06/2024;21/06/2024;ID Card Replacement;Sarah Supervisor
REQ0451;101;Alice Johnson;HR;21/06/2024;24/06/2024;Access Approval;Michael Lead
REQ0452;104;David Brown;HR;21/06/2024;;Access Approval;John Manager
REQ0453;102;Bob Smith;HR;22/06/2024;25/06/2024;Payroll Issue;John Manager
REQ0454;103;Charlie Davis;HR;22/06/2024;;Access Approval;John Manager
REQ0455;104;David Brown;HR;22/06/2024;28/06/2024;Benefit Claim;John Manager
REQ0456;104;David Brown;HR;22/06/2024;23/06/2024;Payroll Issue;Michael Lead
REQ0457;102;Bob Smith;HR;23/06/2024;29/06/2024;Payroll Issue;John Manager
REQ0458;105;Eve Wilson;HR;23/06/2024;25/06/2024;ID Card Replacement;Sarah Supervisor
REQ0459;102;Bob Smith;HR;23/06/2024;30/06/2024;ID Card Replacement;John Manager
REQ0460;105;Eve Wilson;HR;23/06/2024;30/06/2024;Benefit Claim;Michael Lead
REQ0461;101;Alice Johnson;HR;24/06/2024;02/07/2024;ID Card Replacement;John Manager
REQ0462;102;Bob Smith;HR;24/06/2024;26/06/2024;Access Approval;John Manager
REQ0463;103;Charlie Davis;HR;25/06/2024;02/07/2024;Access Approval;John Manager
REQ0464;102;Bob Smith;HR;25/06/2024;04/07/2024;ID Card Replacement;Michael Lead
REQ0465;105;Eve Wilson;HR;25/06/2024;29/06/2024;ID Card Replacement;Sarah Supervisor
REQ0466;104;David Brown;HR;25/06/2024;01/07/2024;ID Card Replacement;Sarah Supervisor
REQ0467;102;Bob Smith;HR;25/06/2024;;ID Card Replacement;Michael Lead
REQ0468;105;Eve Wilson;HR;25/06/2024;05/07/2024;Benefit Claim;Sarah Supervisor
REQ0469;105;Eve Wilson;HR;26/06/2024;04/07/2024;Benefit Claim;Sarah Supervisor
REQ0470;103;Charlie Davis;HR;26/06/2024;27/06/2024;Access Approval;Sarah Supervisor
REQ0471;103;Charlie Davis;HR;27/06/2024;04/07/2024;ID Card Replacement;
REQ0472;103;Charlie Davis;HR;27/06/2024;30/06/2024;ID Card Replacement;Michael Lead
REQ0473;103;Charlie Davis;HR;28/06/2024;02/07/2024;Access Approval;John Manager
REQ0474;103;Charlie Davis;HR;28/06/2024;04/07/2024;Payroll Issue;John Manager
REQ0475;103;Charlie Davis;HR;28/06/2024;03/07/2024;ID Card Replacement;Michael Lead
REQ0476;102;Bob Smith;HR;28/06/2024;03/07/2024;Payroll Issue;John Manager
REQ0477;104;David Brown;HR;30/06/2024;05/07/2024;Payroll Issue;John Manager
REQ0478;105;Eve Wilson;HR;30/06/2024;04/07/2024;ID Card Replacement;Michael Lead
REQ0479;103;Charlie Davis;HR;30/06/2024;03/07/2024;ID Card Replacement;John Manager
REQ0480;105;Eve Wilson;HR;02/07/2024;03/07/2024;Benefit Claim;Michael Lead
REQ0481;105;Eve Wilson;HR;02/07/2024;05/07/2024;ID Card Replacement;Sarah Supervisor
REQ0482;102;Bob Smith;HR;03/07/2024;08/07/2024;Benefit Claim;Sarah Supervisor
REQ0483;104;David Brown;HR;04/07/2024;08/07/2024;Payroll Issue;Michael Lead
REQ0484;104;David Brown;HR;04/07/2024;13/07/2024;Benefit Claim;John Manager
REQ0485;101;Alice Johnson;HR;05/07/2024;14/07/2024;Benefit Claim;John Manager
REQ0486;103;Charlie Davis;HR;05/07/2024;08/07/2024;ID Card Replacement;John Manager
REQ0487;102;Bob Smith;HR;05/07/2024;11/07/2024;ID Card Replacement;John Manager
REQ0488;103;Charlie Davis;HR;05/07/2024;10/07/2024;Access Approval;Michael Lead
REQ0489;102;Bob Smith;HR;05/07/2024;13/07/2024;Access Approval;Michael Lead
REQ0490;103;Charlie Davis;HR;05/07/2024;10/07/2024;Benefit Claim;John Manager
REQ0491;102;Bob Smith;HR;05/07/2024;08/07/2024;ID Card Replacement;Sarah Supervisor
REQ0492;104;David Brown;HR;06/07/2024;10/07/2024;ID Card Replacement;Michael Lead
REQ0493;101;Alice Johnson;HR;06/07/2024;14/07/2024;Payroll Issue;Sarah Supervisor
REQ0494;104;David Brown;HR;06/07/2024;07/07/2024;ID Card Replacement;Sarah Supervisor
REQ0495;105;Eve Wilson;HR;07/07/2024;15/07/2024;Benefit Claim;Sarah Supervisor
REQ0496;104;David Brown;HR;07/07/2024;16/07/2024;Access Approval;Michael Lead
REQ0497;103;Charlie Davis;HR;07/07/2024;10/07/2024;Benefit Claim;Sarah Supervisor
REQ0498;102;Bob Smith;HR;07/07/2024;14/07/2024;Benefit Claim;Sarah Supervisor
REQ0499;104;David Brown;HR;08/07/2024;10/07/2024;Payroll Issue;Sarah Supervisor
REQ0500;101;Alice Johnson;HR;08/07/2024;18/07/2024;Benefit Claim;Sarah Supervisor
REQ0501;105;Eve Wilson;HR;08/07/2024;09/07/2024;Payroll Issue;Michael Lead
REQ0502;104;David Brown;HR;08/07/2024;16/07/2024;Payroll Issue;Sarah Supervisor
REQ0503;104;David Brown;HR;09/07/2024;12/07/2024;Payroll Issue;Michael Lead
REQ0504;103;Charlie Davis;HR;09/07/2024;14/07/2024;Benefit Claim;Michael Lead
REQ0505;103;Charlie Davis;HR;10/07/2024;20/07/2024;Benefit Claim;Michael Lead
REQ0506;105;Eve Wilson;HR;10/07/2024;13/07/2024;Access Approval;Michael Lead
REQ0507;101;Alice Johnson;HR;11/07/2024;12/07/2024;Payroll Issue;John Manager
REQ0508;103;Charlie Davis;HR;11/07/2024;14/07/2024;Access Approval;Michael Lead
REQ0509;102;Bob Smith;HR;11/07/2024;15/07/2024;Access Approval;Michael Lead
REQ0510;102;Bob Smith;HR;11/07/2024;16/07/2024;Access Approval;Michael Lead
REQ0511;104;David Brown;HR;11/07/2024;15/07/2024;ID Card Replacement;Sarah Supervisor
REQ0512;103;Charlie Davis;HR;12/07/2024;15/07/2024;Benefit Claim;Sarah Supervisor
REQ0513;105;Eve Wilson;HR;13/07/2024;19/07/2024;Benefit Claim;John Manager
REQ0514;102;Bob Smith;HR;13/07/2024;15/07/2024;Access Approval;John Manager
REQ0515;102;Bob Smith;HR;14/07/2024;18/07/2024;Access Approval;Michael Lead
REQ0516;104;David Brown;HR;14/07/2024;21/07/2024;Payroll Issue;Sarah Supervisor
REQ0517;104;David Brown;HR;14/07/2024;17/07/2024;Access Approval;Sarah Supervisor
REQ0518;103;Charlie Davis;HR;14/07/2024;23/07/2024;Benefit Claim;Sarah Supervisor
REQ0519;105;Eve Wilson;HR;15/07/2024;24/07/2024;ID Card Replacement;Michael Lead
REQ0520;101;Alice Johnson;HR;15/07/2024;16/07/2024;ID Card Replacement;John Manager
REQ0521;105;Eve Wilson;HR;15/07/2024;25/07/2024;ID Card Replacement;John Manager
REQ0522;103;Charlie Davis;HR;15/07/2024;22/07/2024;Payroll Issue;John Manager
REQ0523;102;Bob Smith;HR;15/07/2024;17/07/2024;ID Card Replacement;Michael Lead
REQ0524;105;Eve Wilson;HR;16/07/2024;20/07/2024;Payroll Issue;Sarah Supervisor
REQ0525;101;Alice Johnson;HR;16/07/2024;19/07/2024;ID Card Replacement;Michael Lead
REQ0526;102;Bob Smith;HR;16/07/2024;;Access Approval;Sarah Supervisor
REQ0527;105;Eve Wilson;HR;17/07/2024;;ID Card Replacement;Sarah Supervisor
REQ0528;101;Alice Johnson;HR;17/07/2024;20/07/2024;Benefit Claim;Sarah Supervisor
REQ0529;105;Eve Wilson;HR;18/07/2024;26/07/2024;Payroll Issue;Sarah Supervisor
REQ0530;105;Eve Wilson;HR;20/07/2024;25/07/2024;ID Card Replacement;Michael Lead
REQ0531;103;Charlie Davis;HR;20/07/2024;22/07/2024;Access Approval;Sarah Supervisor
REQ0532;103;Charlie Davis;HR;20/07/2024;21/07/2024;ID Card Replacement;John Manager
REQ0533;105;Eve Wilson;HR;20/07/2024;25/07/2024;Payroll Issue;Michael Lead
REQ0534;103;Charlie Davis;HR;21/07/2024;30/07/2024;Benefit Claim;John Manager
REQ0535;104;David Brown;HR;21/07/2024;29/07/2024;ID Card Replacement;John Manager
REQ0536;105;Eve Wilson;HR;22/07/2024;;Benefit Claim;Michael Lead
REQ0537;105;Eve Wilson;HR;22/07/2024;29/07/2024;Payroll Issue;John Manager
REQ0538;105;Eve Wilson;HR;22/07/2024;23/07/2024;Access Approval;John Manager
REQ0539;101;Alice Johnson;HR;22/07/2024;30/07/2024;Payroll Issue;Sarah Supervisor
REQ0540;105;Eve Wilson;HR;23/07/2024;24/07/2024;Benefit Claim;Michael Lead
REQ0541;102;Bob Smith;HR;23/07/2024;29/07/2024;Access Approval;Michael Lead
REQ0542;105;Eve Wilson;HR;23/07/2024;02/08/2024;Payroll Issue;John Manager
REQ0543;105;Eve Wilson;HR;24/07/2024;02/08/2024;Access Approval;John Manager
REQ0544;101;Alice Johnson;HR;26/07/2024;30/07/2024;Payroll Issue;Michael Lead
REQ0545;105;Eve Wilson;HR;27/07/2024;05/08/2024;Access Approval;Michael Lead
REQ0546;101;Alice Johnson;HR;27/07/2024;31/07/2024;Payroll Issue;John Manager
REQ0547;105;Eve Wilson;HR;27/07/2024;01/08/2024;ID Card Replacement;Sarah Supervisor
REQ0548;104;David Brown;HR;28/07/2024;;Benefit Claim;Michael Lead
REQ0549;104;David Brown;HR;28/07/2024;;Benefit Claim;Sarah Supervisor
REQ0550;103;Charlie Davis;HR;28/07/2024;02/08/2024;Payroll Issue;Michael Lead
REQ0551;102;Bob Smith;HR;29/07/2024;08/08/2024;Payroll Issue;Sarah Supervisor
REQ0552;103;Charlie Davis;HR;29/07/2024;08/08/2024;Access Approval;John Manager
REQ0553;105;Eve Wilson;HR;29/07/2024;31/07/2024;Access Approval;Michael Lead
REQ0554;105;Eve Wilson;HR;30/07/2024;31/07/2024;ID Card Replacement;John Manager
REQ0555;105;Eve Wilson;HR;30/07/2024;31/07/2024;Access Approval;John Manager
REQ0556;103;Charlie Davis;HR;31/07/2024;05/08/2024;ID Card Replacement;John Manager
REQ0557;104;David Brown;HR;31/07/2024;09/08/2024;Access Approval;Sarah Supervisor
REQ0558;103;Charlie Davis;HR;01/08/2024;;Access Approval;Sarah Supervisor
REQ0559;104;David Brown;HR;01/08/2024;;Access Approval;Michael Lead
REQ0560;101;Alice Johnson;HR;01/08/2024;08/08/2024;Payroll Issue;Sarah Supervisor
REQ0561;103;Charlie Davis;HR;01/08/2024;07/08/2024;Payroll Issue;Michael Lead
REQ0562;102;Bob Smith;HR;01/08/2024;06/08/2024;Access Approval;Sarah Supervisor
REQ0563;105;Eve Wilson;HR;03/08/2024;05/08/2024;Payroll Issue;Michael Lead
REQ0564;105;Eve Wilson;HR;04/08/2024;10/08/2024;ID Card Replacement;Sarah Supervisor
REQ0565;103;Charlie Davis;HR;04/08/2024;14/08/2024;ID Card Replacement;John Manager
REQ0566;104;David Brown;HR;04/08/2024;05/08/2024;Payroll Issue;John Manager
REQ0567;101;Alice Johnson;HR;04/08/2024;14/08/2024;ID Card Replacement;Michael Lead
REQ0568;103;Charlie Davis;HR;04/08/2024;08/08/2024;Access Approval;Sarah Supervisor
REQ0569;102;Bob Smith;HR;04/08/2024;13/08/2024;ID Card Replacement;John Manager
REQ0570;101;Alice Johnson;HR;05/08/2024;06/08/2024;Benefit Claim;Sarah Supervisor
REQ0571;104;David Brown;HR;05/08/2024;08/08/2024;Access Approval;John Manager
REQ0572;102;Bob Smith;HR;06/08/2024;09/08/2024;Access Approval;Sarah Supervisor
REQ0573;105;Eve Wilson;HR;06/08/2024;13/08/2024;Payroll Issue;John Manager
REQ0574;105;Eve Wilson;HR;06/08/2024;10/08/2024;Payroll Issue;John Manager
REQ0575;101;Alice Johnson;HR;06/08/2024;16/08/2024;ID Card Replacement;John Manager
REQ0576;103;Charlie Davis;HR;07/08/2024;11/08/2024;Payroll Issue;Michael Lead
REQ0577;104;David Brown;HR;08/08/2024;14/08/2024;ID Card Replacement;John Manager
REQ0578;104;David Brown;HR;08/08/2024;15/08/2024;ID Card Replacement;Sarah Supervisor
REQ0579;105;Eve Wilson;HR;10/08/2024;11/08/2024;Access Approval;John Manager
REQ0580;105;Eve Wilson;HR;10/08/2024;16/08/2024;Benefit Claim;Sarah Supervisor
REQ0581;101;Alice Johnson;HR;10/08/2024;19/08/2024;Benefit Claim;Sarah Supervisor
REQ0582;103;Charlie Davis;HR;10/08/2024;20/08/2024;Payroll Issue;Sarah Supervisor
REQ0583;105;Eve Wilson;HR;10/08/2024;18/08/2024;Payroll Issue;Michael Lead
REQ0584;101;Alice Johnson;HR;11/08/2024;16/08/2024;Payroll Issue;John Manager
REQ0585;103;Charlie Davis;HR;12/08/2024;15/08/2024;Access Approval;Sarah Supervisor
REQ0586;103;Charlie Davis;HR;12/08/2024;16/08/2024;Payroll Issue;John Manager
REQ0587;102;Bob Smith;HR;12/08/2024;14/08/2024;ID Card Replacement;Michael Lead
REQ0588;102;Bob Smith;HR;12/08/2024;22/08/2024;ID Card Replacement;John Manager
REQ0589;101;Alice Johnson;HR;12/08/2024;22/08/2024;Benefit Claim;Michael Lead
REQ0590;105;Eve Wilson;HR;13/08/2024;15/08/2024;ID Card Replacement;Michael Lead
REQ0591;102;Bob Smith;HR;15/08/2024;23/08/2024;ID Card Replacement;John Manager
REQ0592;104;David Brown;HR;16/08/2024;20/08/2024;ID Card Replacement;John Manager
REQ0593;104;David Brown;HR;16/08/2024;;Access Approval;Sarah Supervisor
REQ0594;101;Alice Johnson;HR;16/08/2024;21/08/2024;Benefit Claim;John Manager
REQ0595;103;Charlie Davis;HR;17/08/2024;26/08/2024;Benefit Claim;Michael Lead
REQ0596;104;David Brown;HR;17/08/2024;;Payroll Issue;Sarah Supervisor
REQ0597;104;David Brown;HR;17/08/2024;26/08/2024;Access Approval;Michael Lead
