RequestID,EmpID,EmpName,Dept,Request_Date,Completion_Date,Request_Detail,PIC,Processing Days,SLA Compliance
REQ0262,105,Eve Wilson,HR,2024-04-13,2024-04-20,Payroll Issue,Sarah Supervisor,5,Miss
REQ0263,101,Alice Johnson,HR,2024-04-13,2024-04-16,Benefit Claim,John Manager,1,Pass
REQ0264,105,Eve Wilson,HR,2024-04-13,2024-04-21,Access Approval,Sarah Supervisor,5,Miss
REQ0265,101,Alice Johnson,HR,2024-04-14,2024-04-18,Access Approval,John Manager,3,Pass
REQ0266,101,Alice Johnson,HR,2024-04-14,2024-04-21,Benefit Claim,John Manager,5,Miss
REQ0267,105,Eve Wilson,HR,2024-04-15,2024-04-18,Benefit Claim,John Manager,3,Pass
REQ0268,101,Alice Johnson,HR,2024-04-16,2024-04-23,Access Approval,Sarah Supervisor,5,Miss
REQ0269,102,Bob Smith,HR,2024-04-16,2024-04-22,Payroll Issue,Michael Lead,4,Miss
REQ0270,103,Charlie Davis,HR,2024-04-17,2024-04-22,Benefit Claim,Sarah Supervisor,3,Pass
REQ0271,105,Eve Wilson,HR,2024-04-18,2024-04-23,Payroll Issue,Sarah Supervisor,3,Pass
REQ0272,105,Eve Wilson,HR,2024-04-18,2024-04-20,Benefit Claim,Michael Lead,2,Pass
REQ0273,102,Bob Smith,HR,2024-04-18,2024-04-21,ID Card Replacement,John Manager,2,Pass
REQ0274,105,Eve Wilson,HR,2024-04-19,2024-04-20,ID Card Replacement,Michael Lead,1,Pass
REQ0275,105,Eve Wilson,HR,2024-04-19,2024-04-23,Access Approval,John Manager,2,Pass
REQ0276,103,Charlie Davis,HR,2024-04-19,2024-04-28,Benefit Claim,Sarah Supervisor,6,Miss
REQ0277,102,Bob Smith,HR,2024-04-19,2024-04-22,ID Card Replacement,John Manager,1,Pass
REQ0278,102,Bob Smith,HR,2024-04-19,2024-04-29,Payroll Issue,Sarah Supervisor,6,Miss
REQ0279,104,David Brown,HR,2024-04-19,2024-04-22,Access Approval,Michael Lead,1,Pass
REQ0280,105,Eve Wilson,HR,2024-04-20,2024-04-25,Payroll Issue,Michael Lead,3,Pass
REQ0281,105,Eve Wilson,HR,2024-04-20,2024-04-24,Payroll Issue,Michael Lead,2,Pass
REQ0282,105,Eve Wilson,HR,2024-04-21,2024-04-24,Access Approval,John Manager,2,Pass
REQ0283,104,David Brown,HR,2024-04-21,2024-04-29,ID Card Replacement,Michael Lead,5,Miss
REQ0284,104,David Brown,HR,2024-04-21,2024-05-01,ID Card Replacement,John Manager,7,Miss
REQ0285,101,Alice Johnson,HR,2024-04-21,2024-04-26,Benefit Claim,John Manager,4,Miss
REQ0286,102,Bob Smith,HR,2024-04-21,2024-04-29,Benefit Claim,John Manager,5,Miss
REQ0287,105,Eve Wilson,HR,2024-04-22,2024-04-26,Access Approval,Michael Lead,4,Miss
REQ0288,104,David Brown,HR,2024-04-22,2024-04-24,Payroll Issue,John Manager,2,Pass
REQ0289,101,Alice Johnson,HR,2024-04-22,2024-04-24,Access Approval,Michael Lead,2,Pass
REQ0290,101,Alice Johnson,HR,2024-04-23,2024-04-24,ID Card Replacement,Sarah Supervisor,1,Pass
REQ0291,102,Bob Smith,HR,2024-04-23,2024-04-30,ID Card Replacement,John Manager,5,Miss
REQ0292,105,Eve Wilson,HR,2024-04-23,2024-04-28,ID Card Replacement,Michael Lead,4,Miss
REQ0293,104,David Brown,HR,2024-04-23,2024-04-26,ID Card Replacement,John Manager,3,Pass
REQ0294,102,Bob Smith,HR,2024-04-23,2024-04-27,Access Approval,Sarah Supervisor,4,Miss
REQ0295,101,Alice Johnson,HR,2024-04-24,2024-05-04,Benefit Claim,Michael Lead,8,Miss
REQ0296,105,Eve Wilson,HR,2024-04-26,2024-05-06,Access Approval,Sarah Supervisor,6,Miss
REQ0297,103,Charlie Davis,HR,2024-04-26,2024-05-02,Benefit Claim,John Manager,4,Miss
REQ0298,101,Alice Johnson,HR,2024-04-26,2024-05-04,Access Approval,Sarah Supervisor,6,Miss
REQ0299,105,Eve Wilson,HR,2024-04-26,2024-05-03,ID Card Replacement,Sarah Supervisor,5,Miss
REQ0300,103,Charlie Davis,HR,2024-04-27,2024-04-30,Benefit Claim,Sarah Supervisor,1,Pass
REQ0301,105,Eve Wilson,HR,2024-04-27,2024-04-28,ID Card Replacement,Michael Lead,0,Pass
REQ0302,104,David Brown,HR,2024-04-29,2024-05-04,ID Card Replacement,Michael Lead,5,Miss
REQ0303,104,David Brown,HR,2024-04-29,2024-05-08,Access Approval,Michael Lead,7,Miss
REQ0304,105,Eve Wilson,HR,2024-04-29,2024-05-04,Payroll Issue,Sarah Supervisor,5,Miss
REQ0305,102,Bob Smith,HR,2024-04-30,2024-05-01,Payroll Issue,Sarah Supervisor,1,Pass
REQ0306,104,David Brown,HR,2024-04-30,2024-05-08,ID Card Replacement,Michael Lead,6,Miss
REQ0307,105,Eve Wilson,HR,2024-04-30,2024-05-06,ID Card Replacement,Sarah Supervisor,4,Miss
REQ0308,104,David Brown,HR,2024-04-30,2024-05-10,Payroll Issue,Sarah Supervisor,8,Miss
REQ0309,102,Bob Smith,HR,2024-05-01,2024-05-06,Payroll Issue,Sarah Supervisor,3,Pass
REQ0310,105,Eve Wilson,HR,2024-05-01,2024-05-11,Payroll Issue,Sarah Supervisor,8,Miss
REQ0311,101,Alice Johnson,HR,2024-05-01,2024-05-05,Access Approval,Sarah Supervisor,3,Pass
REQ0312,104,David Brown,HR,2024-05-02,2024-05-08,ID Card Replacement,Michael Lead,4,Miss
REQ0313,104,David Brown,HR,2024-05-02,2024-05-03,ID Card Replacement,John Manager,1,Pass
REQ0314,105,Eve Wilson,HR,2024-05-02,2024-05-07,Access Approval,John Manager,3,Pass
REQ0315,102,Bob Smith,HR,2024-05-02,2024-05-12,Payroll Issue,Michael Lead,7,Miss
REQ0316,105,Eve Wilson,HR,2024-05-03,2024-05-13,Payroll Issue,Michael Lead,6,Miss
REQ0317,102,Bob Smith,HR,2024-05-03,2024-05-04,Payroll Issue,Sarah Supervisor,1,Pass
REQ0318,101,Alice Johnson,HR,2024-05-03,2024-05-09,Payroll Issue,Sarah Supervisor,4,Miss
REQ0319,103,Charlie Davis,HR,2024-05-03,2024-05-06,Payroll Issue,John Manager,1,Pass
REQ0320,105,Eve Wilson,HR,2024-05-04,2024-05-10,Access Approval,Michael Lead,4,Miss
REQ0321,104,David Brown,HR,2024-05-04,2024-05-08,Payroll Issue,Sarah Supervisor,2,Pass
REQ0322,101,Alice Johnson,HR,2024-05-04,2024-05-09,Access Approval,Sarah Supervisor,3,Pass
REQ0323,105,Eve Wilson,HR,2024-05-04,2024-05-13,Payroll Issue,John Manager,5,Miss
REQ0324,102,Bob Smith,HR,2024-05-05,2024-05-15,Benefit Claim,John Manager,7,Miss
REQ0325,102,Bob Smith,HR,2024-05-05,2024-05-13,Benefit Claim,John Manager,5,Miss
REQ0326,104,David Brown,HR,2024-05-05,2024-05-08,Payroll Issue,Michael Lead,2,Pass
REQ0327,102,Bob Smith,HR,2024-05-05,2024-05-12,Benefit Claim,John Manager,5,Miss
REQ0328,104,David Brown,HR,2024-05-05,2024-05-07,Payroll Issue,John Manager,1,Pass
REQ0329,104,David Brown,HR,2024-05-05,2024-05-07,Benefit Claim,Sarah Supervisor,1,Pass
REQ0330,104,David Brown,HR,2024-05-05,2024-05-07,Payroll Issue,Sarah Supervisor,1,Pass
REQ0331,102,Bob Smith,HR,2024-05-07,2024-05-17,Access Approval,John Manager,8,Miss
REQ0332,102,Bob Smith,HR,2024-05-08,2024-05-10,Access Approval,John Manager,2,Pass
REQ0333,102,Bob Smith,HR,2024-05-09,2024-05-10,Payroll Issue,Sarah Supervisor,1,Pass
REQ0334,104,David Brown,HR,2024-05-09,2024-05-10,Benefit Claim,Michael Lead,1,Pass
REQ0335,104,David Brown,HR,2024-05-10,2024-05-17,Benefit Claim,Sarah Supervisor,5,Miss
REQ0336,104,David Brown,HR,2024-05-10,2024-05-20,ID Card Replacement,Sarah Supervisor,6,Miss
REQ0337,103,Charlie Davis,HR,2024-05-10,2024-05-13,Benefit Claim,Michael Lead,1,Pass
REQ0338,105,Eve Wilson,HR,2024-05-10,2024-05-16,Access Approval,Michael Lead,4,Miss
REQ0339,102,Bob Smith,HR,2024-05-10,2024-05-13,Access Approval,John Manager,1,Pass
REQ0340,102,Bob Smith,HR,2024-05-10,2024-05-16,Payroll Issue,Michael Lead,4,Miss
REQ0341,104,David Brown,HR,2024-05-11,2024-05-16,Access Approval,John Manager,3,Pass
REQ0342,103,Charlie Davis,HR,2024-05-11,2024-05-12,ID Card Replacement,Sarah Supervisor,0,Pass
REQ0343,101,Alice Johnson,HR,2024-05-11,2024-05-14,ID Card Replacement,Michael Lead,1,Pass
REQ0344,103,Charlie Davis,HR,2024-05-11,2024-05-20,Benefit Claim,Michael Lead,5,Miss
REQ0345,104,David Brown,HR,2024-05-12,2024-05-20,Benefit Claim,John Manager,5,Miss
REQ0346,102,Bob Smith,HR,2024-05-13,2024-05-22,Access Approval,John Manager,7,Miss
REQ0347,103,Charlie Davis,HR,2024-05-13,2024-05-20,Payroll Issue,Sarah Supervisor,5,Miss
REQ0348,101,Alice Johnson,HR,2024-05-14,2024-05-20,Access Approval,John Manager,4,Miss
REQ0349,105,Eve Wilson,HR,2024-05-14,2024-05-16,Benefit Claim,Michael Lead,2,Pass
REQ0350,103,Charlie Davis,HR,2024-05-14,2024-05-20,ID Card Replacement,John Manager,4,Miss
REQ0351,105,Eve Wilson,HR,2024-05-14,2024-05-20,ID Card Replacement,Michael Lead,4,Miss
REQ0352,104,David Brown,HR,2024-05-15,2024-05-16,Access Approval,Sarah Supervisor,1,Pass
REQ0353,101,Alice Johnson,HR,2024-05-15,2024-05-17,ID Card Replacement,Sarah Supervisor,2,Pass
REQ0354,104,David Brown,HR,2024-05-15,2024-05-16,Benefit Claim,John Manager,1,Pass
REQ0355,103,Charlie Davis,HR,2024-05-16,2024-05-18,Access Approval,Michael Lead,2,Pass
REQ0356,102,Bob Smith,HR,2024-05-16,2024-05-24,Access Approval,Sarah Supervisor,6,Miss
REQ0357,103,Charlie Davis,HR,2024-05-16,2024-05-20,Benefit Claim,John Manager,2,Pass
REQ0358,105,Eve Wilson,HR,2024-05-17,2024-05-19,Access Approval,Michael Lead,1,Pass
REQ0359,101,Alice Johnson,HR,2024-05-17,2024-05-27,Payroll Issue,John Manager,6,Miss
REQ0360,105,Eve Wilson,HR,2024-05-18,2024-05-20,Payroll Issue,Sarah Supervisor,0,Pass
REQ0361,104,David Brown,HR,2024-05-18,2024-05-24,Benefit Claim,John Manager,4,Miss
REQ0362,105,Eve Wilson,HR,2024-05-18,2024-05-24,Benefit Claim,Michael Lead,4,Miss
REQ0363,101,Alice Johnson,HR,2024-05-19,2024-05-29,Payroll Issue,John Manager,7,Miss
REQ0364,103,Charlie Davis,HR,2024-05-21,2024-05-22,Access Approval,Sarah Supervisor,1,Pass
REQ0365,101,Alice Johnson,HR,2024-05-21,2024-05-30,Payroll Issue,Michael Lead,7,Miss
REQ0366,105,Eve Wilson,HR,2024-05-22,2024-05-27,Payroll Issue,John Manager,3,Pass
REQ0367,102,Bob Smith,HR,2024-05-22,2024-05-25,Access Approval,Michael Lead,3,Pass
REQ0368,104,David Brown,HR,2024-05-22,2024-05-30,ID Card Replacement,Michael Lead,6,Miss
REQ0369,102,Bob Smith,HR,2024-05-22,2024-05-23,Benefit Claim,John Manager,1,Pass
REQ0370,101,Alice Johnson,HR,2024-05-22,2024-05-30,ID Card Replacement,Michael Lead,6,Miss
REQ0371,102,Bob Smith,HR,2024-05-23,2024-05-26,Payroll Issue,John Manager,2,Pass
REQ0372,101,Alice Johnson,HR,2024-05-24,2024-05-30,Benefit Claim,Sarah Supervisor,4,Miss
REQ0373,104,David Brown,HR,2024-05-24,2024-05-31,Access Approval,Sarah Supervisor,5,Miss
REQ0374,104,David Brown,HR,2024-05-25,2024-05-27,ID Card Replacement,John Manager,0,Pass
REQ0375,104,David Brown,HR,2024-05-25,2024-06-03,ID Card Replacement,Sarah Supervisor,5,Miss
REQ0376,105,Eve Wilson,HR,2024-05-25,2024-05-26,Benefit Claim,John Manager,0,Pass
REQ0377,101,Alice Johnson,HR,2024-05-26,2024-06-02,ID Card Replacement,Sarah Supervisor,5,Miss
REQ0378,104,David Brown,HR,2024-05-26,2024-06-04,ID Card Replacement,John Manager,6,Miss
REQ0379,103,Charlie Davis,HR,2024-05-27,2024-06-04,Benefit Claim,Michael Lead,6,Miss
REQ0380,104,David Brown,HR,2024-05-27,2024-06-02,Benefit Claim,Michael Lead,5,Miss
REQ0381,102,Bob Smith,HR,2024-05-28,2024-06-03,Benefit Claim,Michael Lead,4,Miss
REQ0382,103,Charlie Davis,HR,2024-05-28,2024-05-31,ID Card Replacement,Michael Lead,3,Pass
REQ0383,102,Bob Smith,HR,2024-05-29,2024-06-07,Benefit Claim,Michael Lead,7,Miss
REQ0384,103,Charlie Davis,HR,2024-05-29,2024-06-01,Benefit Claim,John Manager,3,Pass
REQ0385,102,Bob Smith,HR,2024-05-30,2024-06-09,Benefit Claim,Sarah Supervisor,7,Miss
REQ0386,103,Charlie Davis,HR,2024-05-30,2024-06-03,Payroll Issue,Michael Lead,2,Pass
REQ0387,105,Eve Wilson,HR,2024-05-31,2024-06-01,ID Card Replacement,John Manager,1,Pass
REQ0388,105,Eve Wilson,HR,2024-05-31,2024-06-06,Benefit Claim,Michael Lead,4,Miss
REQ0389,104,David Brown,HR,2024-05-31,2024-06-06,ID Card Replacement,Sarah Supervisor,4,Miss
REQ0390,105,Eve Wilson,HR,2024-05-31,2024-06-10,ID Card Replacement,Michael Lead,6,Miss
REQ0391,105,Eve Wilson,HR,2024-06-01,2024-06-05,Benefit Claim,Sarah Supervisor,2,Pass
REQ0392,105,Eve Wilson,HR,2024-06-02,2024-06-06,Benefit Claim,Sarah Supervisor,3,Pass
REQ0393,101,Alice Johnson,HR,2024-06-02,2024-06-11,Access Approval,Michael Lead,6,Miss
REQ0394,101,Alice Johnson,HR,2024-06-03,2024-06-12,Payroll Issue,Sarah Supervisor,7,Miss
REQ0395,102,Bob Smith,HR,2024-06-03,2024-06-08,Benefit Claim,Sarah Supervisor,5,Miss
REQ0396,101,Alice Johnson,HR,2024-06-03,2024-06-11,Benefit Claim,Michael Lead,6,Miss
REQ0397,103,Charlie Davis,HR,2024-06-03,2024-06-09,Access Approval,Michael Lead,5,Miss
REQ0398,104,David Brown,HR,2024-06-04,2024-06-10,Access Approval,Michael Lead,4,Miss
REQ0399,105,Eve Wilson,HR,2024-06-04,2024-06-14,Payroll Issue,John Manager,8,Miss
REQ0400,103,Charlie Davis,HR,2024-06-05,2024-06-07,Access Approval,Sarah Supervisor,2,Pass
REQ0401,104,David Brown,HR,2024-06-05,2024-06-07,ID Card Replacement,Sarah Supervisor,2,Pass
REQ0402,101,Alice Johnson,HR,2024-06-05,2024-06-09,Benefit Claim,Sarah Supervisor,3,Pass
REQ0403,104,David Brown,HR,2024-06-05,2024-06-12,Access Approval,John Manager,5,Miss
REQ0404,105,Eve Wilson,HR,2024-06-05,2024-06-13,Benefit Claim,Michael Lead,6,Miss
REQ0405,104,David Brown,HR,2024-06-05,2024-06-10,Benefit Claim,John Manager,3,Pass
REQ0406,103,Charlie Davis,HR,2024-06-06,2024-06-09,Benefit Claim,Michael Lead,2,Pass
REQ0407,102,Bob Smith,HR,2024-06-06,2024-06-10,Payroll Issue,Sarah Supervisor,2,Pass
REQ0408,105,Eve Wilson,HR,2024-06-06,2024-06-11,ID Card Replacement,Michael Lead,3,Pass
REQ0409,101,Alice Johnson,HR,2024-06-06,2024-06-15,Access Approval,Michael Lead,7,Miss
REQ0410,104,David Brown,HR,2024-06-07,2024-06-08,Benefit Claim,Sarah Supervisor,1,Pass
REQ0411,105,Eve Wilson,HR,2024-06-08,2024-06-14,Access Approval,Michael Lead,4,Miss
REQ0412,102,Bob Smith,HR,2024-06-08,2024-06-17,Access Approval,John Manager,5,Miss
REQ0413,101,Alice Johnson,HR,2024-06-09,2024-06-17,ID Card Replacement,Sarah Supervisor,5,Miss
REQ0414,105,Eve Wilson,HR,2024-06-10,2024-06-19,Access Approval,Sarah Supervisor,7,Miss
REQ0415,105,Eve Wilson,HR,2024-06-10,2024-06-12,Benefit Claim,Sarah Supervisor,2,Pass
REQ0416,102,Bob Smith,HR,2024-06-10,2024-06-15,ID Card Replacement,Sarah Supervisor,5,Miss
REQ0417,104,David Brown,HR,2024-06-11,2024-06-14,Access Approval,Sarah Supervisor,3,Pass
REQ0418,103,Charlie Davis,HR,2024-06-11,2024-06-13,Payroll Issue,John Manager,2,Pass
REQ0419,104,David Brown,HR,2024-06-12,2024-06-15,Payroll Issue,Michael Lead,3,Pass
REQ0420,101,Alice Johnson,HR,2024-06-12,2024-06-15,ID Card Replacement,Sarah Supervisor,3,Pass
REQ0421,101,Alice Johnson,HR,2024-06-13,2024-06-15,ID Card Replacement,Sarah Supervisor,2,Pass
REQ0422,104,David Brown,HR,2024-06-13,2024-06-22,ID Card Replacement,Michael Lead,7,Miss
REQ0423,101,Alice Johnson,HR,2024-06-13,2024-06-19,Access Approval,Sarah Supervisor,4,Miss
REQ0424,105,Eve Wilson,HR,2024-06-13,2024-06-21,ID Card Replacement,Sarah Supervisor,6,Miss
REQ0425,101,Alice Johnson,HR,2024-06-13,2024-06-18,Benefit Claim,Sarah Supervisor,3,Pass
REQ0426,104,David Brown,HR,2024-06-14,2024-06-22,Access Approval,John Manager,6,Miss
REQ0427,104,David Brown,HR,2024-06-14,2024-06-21,Benefit Claim,Sarah Supervisor,5,Miss
REQ0428,105,Eve Wilson,HR,2024-06-14,2024-06-16,Benefit Claim,Michael Lead,1,Pass
REQ0429,102,Bob Smith,HR,2024-06-15,2024-06-21,ID Card Replacement,John Manager,4,Miss
REQ0430,105,Eve Wilson,HR,2024-06-15,2024-06-24,Payroll Issue,John Manager,5,Miss
REQ0431,105,Eve Wilson,HR,2024-06-15,2024-06-22,Payroll Issue,Michael Lead,5,Miss
REQ0432,103,Charlie Davis,HR,2024-06-15,2024-06-21,Access Approval,Michael Lead,4,Miss
REQ0433,102,Bob Smith,HR,2024-06-15,2024-06-20,Access Approval,John Manager,3,Pass
REQ0434,103,Charlie Davis,HR,2024-06-16,2024-06-19,Payroll Issue,John Manager,2,Pass
REQ0435,104,David Brown,HR,2024-06-17,2024-06-19,Benefit Claim,John Manager,2,Pass
REQ0436,101,Alice Johnson,HR,2024-06-17,2024-06-18,Benefit Claim,Sarah Supervisor,1,Pass
REQ0437,102,Bob Smith,HR,2024-06-17,2024-06-21,Access Approval,Sarah Supervisor,4,Miss
REQ0438,101,Alice Johnson,HR,2024-06-17,2024-06-23,Benefit Claim,Michael Lead,5,Miss
REQ0439,104,David Brown,HR,2024-06-18,2024-06-20,Payroll Issue,Sarah Supervisor,2,Pass
REQ0440,103,Charlie Davis,HR,2024-06-19,2024-06-26,Benefit Claim,Sarah Supervisor,5,Miss
REQ0441,104,David Brown,HR,2024-06-19,2024-06-29,Payroll Issue,John Manager,8,Miss
REQ0442,101,Alice Johnson,HR,2024-06-20,2024-06-21,Payroll Issue,Michael Lead,1,Pass
REQ0443,104,David Brown,HR,2024-06-20,2024-06-24,Payroll Issue,Michael Lead,2,Pass
REQ0444,104,David Brown,HR,2024-06-20,2024-06-30,Benefit Claim,Sarah Supervisor,7,Miss
REQ0445,103,Charlie Davis,HR,2024-06-20,2024-06-21,Benefit Claim,Sarah Supervisor,1,Pass
REQ0446,104,David Brown,HR,2024-06-20,2024-06-21,Payroll Issue,Sarah Supervisor,1,Pass
REQ0447,101,Alice Johnson,HR,2024-06-20,2024-06-21,Benefit Claim,Michael Lead,1,Pass
REQ0448,101,Alice Johnson,HR,2024-06-20,2024-06-26,Access Approval,Sarah Supervisor,4,Miss
REQ0449,104,David Brown,HR,2024-06-20,2024-06-27,Payroll Issue,John Manager,5,Miss
REQ0450,101,Alice Johnson,HR,2024-06-20,2024-06-21,ID Card Replacement,Sarah Supervisor,1,Pass
REQ0451,101,Alice Johnson,HR,2024-06-21,2024-06-24,Access Approval,Michael Lead,1,Pass
REQ0452,104,David Brown,HR,2024-06-21,2024-06-26,Access Approval,John Manager,3,Pass
REQ0453,102,Bob Smith,HR,2024-06-22,2024-06-25,Payroll Issue,John Manager,1,Pass
REQ0454,103,Charlie Davis,HR,2024-06-22,2024-06-27,Access Approval,John Manager,3,Pass
REQ0455,104,David Brown,HR,2024-06-22,2024-06-28,Benefit Claim,John Manager,4,Miss
REQ0456,104,David Brown,HR,2024-06-22,2024-06-23,Payroll Issue,Michael Lead,0,Pass
REQ0457,102,Bob Smith,HR,2024-06-23,2024-06-29,Payroll Issue,John Manager,5,Miss
REQ0458,105,Eve Wilson,HR,2024-06-23,2024-06-25,ID Card Replacement,Sarah Supervisor,1,Pass
REQ0459,102,Bob Smith,HR,2024-06-23,2024-06-30,ID Card Replacement,John Manager,5,Miss
REQ0460,105,Eve Wilson,HR,2024-06-23,2024-06-30,Benefit Claim,Michael Lead,5,Miss
REQ0461,101,Alice Johnson,HR,2024-06-24,2024-07-02,ID Card Replacement,John Manager,6,Miss
REQ0462,102,Bob Smith,HR,2024-06-24,2024-06-26,Access Approval,John Manager,2,Pass
REQ0463,103,Charlie Davis,HR,2024-06-25,2024-07-02,Access Approval,John Manager,5,Miss
REQ0464,102,Bob Smith,HR,2024-06-25,2024-07-04,ID Card Replacement,Michael Lead,7,Miss
REQ0465,105,Eve Wilson,HR,2024-06-25,2024-06-29,ID Card Replacement,Sarah Supervisor,4,Miss
REQ0466,104,David Brown,HR,2024-06-25,2024-07-01,ID Card Replacement,Sarah Supervisor,4,Miss
REQ0467,102,Bob Smith,HR,2024-06-25,2024-07-01,ID Card Replacement,Michael Lead,4,Miss
REQ0468,105,Eve Wilson,HR,2024-06-25,2024-07-05,Benefit Claim,Sarah Supervisor,8,Miss
REQ0469,105,Eve Wilson,HR,2024-06-26,2024-07-04,Benefit Claim,Sarah Supervisor,6,Miss
REQ0470,103,Charlie Davis,HR,2024-06-26,2024-06-27,Access Approval,Sarah Supervisor,1,Pass
REQ0471,103,Charlie Davis,HR,2024-06-27,2024-07-04,ID Card Replacement,Sarah Supervisor,5,Miss
REQ0472,103,Charlie Davis,HR,2024-06-27,2024-06-30,ID Card Replacement,Michael Lead,2,Pass
REQ0473,103,Charlie Davis,HR,2024-06-28,2024-07-02,Access Approval,John Manager,2,Pass
REQ0474,103,Charlie Davis,HR,2024-06-28,2024-07-04,Payroll Issue,John Manager,4,Miss
REQ0475,103,Charlie Davis,HR,2024-06-28,2024-07-03,ID Card Replacement,Michael Lead,3,Pass
REQ0476,102,Bob Smith,HR,2024-06-28,2024-07-03,Payroll Issue,John Manager,3,Pass
REQ0477,104,David Brown,HR,2024-06-30,2024-07-05,Payroll Issue,John Manager,4,Miss
REQ0478,105,Eve Wilson,HR,2024-06-30,2024-07-04,ID Card Replacement,Michael Lead,3,Pass
REQ0479,103,Charlie Davis,HR,2024-06-30,2024-07-03,ID Card Replacement,John Manager,2,Pass
REQ0480,105,Eve Wilson,HR,2024-07-02,2024-07-03,Benefit Claim,Michael Lead,1,Pass
REQ0481,105,Eve Wilson,HR,2024-07-02,2024-07-05,ID Card Replacement,Sarah Supervisor,3,Pass
REQ0482,102,Bob Smith,HR,2024-07-03,2024-07-08,Benefit Claim,Sarah Supervisor,3,Pass
REQ0483,104,David Brown,HR,2024-07-04,2024-07-08,Payroll Issue,Michael Lead,2,Pass
REQ0484,104,David Brown,HR,2024-07-04,2024-07-13,Benefit Claim,John Manager,7,Miss
REQ0485,101,Alice Johnson,HR,2024-07-05,2024-07-14,Benefit Claim,John Manager,6,Miss
REQ0486,103,Charlie Davis,HR,2024-07-05,2024-07-08,ID Card Replacement,John Manager,1,Pass
REQ0487,102,Bob Smith,HR,2024-07-05,2024-07-11,ID Card Replacement,John Manager,4,Miss
REQ0488,103,Charlie Davis,HR,2024-07-05,2024-07-10,Access Approval,Michael Lead,3,Pass
REQ0489,102,Bob Smith,HR,2024-07-05,2024-07-13,Access Approval,Michael Lead,6,Miss
REQ0490,103,Charlie Davis,HR,2024-07-05,2024-07-10,Benefit Claim,John Manager,3,Pass
REQ0491,102,Bob Smith,HR,2024-07-05,2024-07-08,ID Card Replacement,Sarah Supervisor,1,Pass
REQ0492,104,David Brown,HR,2024-07-06,2024-07-10,ID Card Replacement,Michael Lead,2,Pass
REQ0493,101,Alice Johnson,HR,2024-07-06,2024-07-14,Payroll Issue,Sarah Supervisor,5,Miss
REQ0494,104,David Brown,HR,2024-07-06,2024-07-07,ID Card Replacement,Sarah Supervisor,0,Pass
REQ0495,105,Eve Wilson,HR,2024-07-07,2024-07-15,Benefit Claim,Sarah Supervisor,5,Miss
REQ0496,104,David Brown,HR,2024-07-07,2024-07-16,Access Approval,Michael Lead,6,Miss
REQ0497,103,Charlie Davis,HR,2024-07-07,2024-07-10,Benefit Claim,Sarah Supervisor,2,Pass
REQ0498,102,Bob Smith,HR,2024-07-07,2024-07-14,Benefit Claim,Sarah Supervisor,5,Miss
REQ0499,104,David Brown,HR,2024-07-08,2024-07-10,Payroll Issue,Sarah Supervisor,2,Pass
REQ0500,101,Alice Johnson,HR,2024-07-08,2024-07-18,Benefit Claim,Sarah Supervisor,8,Miss
REQ0501,105,Eve Wilson,HR,2024-07-08,2024-07-09,Payroll Issue,Michael Lead,1,Pass
REQ0502,104,David Brown,HR,2024-07-08,2024-07-16,Payroll Issue,Sarah Supervisor,6,Miss
REQ0503,104,David Brown,HR,2024-07-09,2024-07-12,Payroll Issue,Michael Lead,3,Pass
REQ0504,103,Charlie Davis,HR,2024-07-09,2024-07-14,Benefit Claim,Michael Lead,4,Miss
REQ0505,103,Charlie Davis,HR,2024-07-10,2024-07-20,Benefit Claim,Michael Lead,8,Miss
REQ0506,105,Eve Wilson,HR,2024-07-10,2024-07-13,Access Approval,Michael Lead,3,Pass
REQ0507,101,Alice Johnson,HR,2024-07-11,2024-07-12,Payroll Issue,John Manager,1,Pass
REQ0508,103,Charlie Davis,HR,2024-07-11,2024-07-14,Access Approval,Michael Lead,2,Pass
REQ0509,102,Bob Smith,HR,2024-07-11,2024-07-15,Access Approval,Michael Lead,2,Pass
REQ0510,102,Bob Smith,HR,2024-07-11,2024-07-16,Access Approval,Michael Lead,3,Pass
REQ0511,104,David Brown,HR,2024-07-11,2024-07-15,ID Card Replacement,Sarah Supervisor,2,Pass
REQ0512,103,Charlie Davis,HR,2024-07-12,2024-07-15,Benefit Claim,Sarah Supervisor,1,Pass
REQ0513,105,Eve Wilson,HR,2024-07-13,2024-07-19,Benefit Claim,John Manager,4,Miss
REQ0514,102,Bob Smith,HR,2024-07-13,2024-07-15,Access Approval,John Manager,0,Pass
REQ0515,102,Bob Smith,HR,2024-07-14,2024-07-18,Access Approval,Michael Lead,3,Pass
REQ0516,104,David Brown,HR,2024-07-14,2024-07-21,Payroll Issue,Sarah Supervisor,5,Miss
REQ0517,104,David Brown,HR,2024-07-14,2024-07-17,Access Approval,Sarah Supervisor,2,Pass
REQ0518,103,Charlie Davis,HR,2024-07-14,2024-07-23,Benefit Claim,Sarah Supervisor,6,Miss
REQ0519,105,Eve Wilson,HR,2024-07-15,2024-07-24,ID Card Replacement,Michael Lead,7,Miss
REQ0520,101,Alice Johnson,HR,2024-07-15,2024-07-16,ID Card Replacement,John Manager,1,Pass
REQ0521,105,Eve Wilson,HR,2024-07-15,2024-07-25,ID Card Replacement,John Manager,8,Miss
REQ0522,103,Charlie Davis,HR,2024-07-15,2024-07-22,Payroll Issue,John Manager,5,Miss
